,TRAVELER_ID,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,CLUSTER
0,b011774,0.747458756907784,0.062280731511569834,-0.02275042728547506,0.7018256895495546,-0.3106087652133729,-0.3766883375157248,0.44361923439119616,-0.34173960712657314,-0.36636306250926065,-0.9938699866842641,0.641406675344101,3
1,d009928,0.747458756907784,-0.9922078443456985,-1.0627699603357594,1.9488230280051764,-0.9341646301335695,-0.3766883375157248,-0.1867455746904326,-1.472041150077513,1.4354224908149724,-1.496300311706325,1.1922658704866465,3
2,d010131,-1.3378664585280564,-0.9922078443456985,-0.5427601938106172,1.9488230280051764,-0.3106087652133729,-1.0272024659832473,1.7043488525544537,0.7885619358243667,1.4354224908149724,-0.9938699866842641,1.1922658704866465,3
3,d006004,0.747458756907784,-0.9922078443456985,-0.02275042728547506,1.3253243587773655,2.80717055938761,2.2253681763543653,-0.8171103837720614,-0.906890378602043,0.8348273063735614,-0.4914396616622032,0.641406675344101,1
4,d002965,0.747458756907784,0.062280731511569834,-1.5827797268609016,-1.1686703181338782,2.80717055938761,-1.0272024659832473,-1.4474751928536902,1.9188634787753067,2.0360176752563834,-1.496300311706325,-0.4603117149409896,3
5,c003062,0.747458756907784,2.1712578832261062,3.6173179383905203,0.7018256895495546,0.9365029646270203,0.2738257909517977,1.073984043472825,-0.34173960712657314,0.8348273063735614,-0.9938699866842641,0.641406675344101,4
6,d012350,-1.3378664585280564,0.062280731511569834,-0.5427601938106172,-0.5451716489060673,-0.9341646301335695,1.5748540478868427,-0.1867455746904326,-0.906890378602043,-0.36636306250926065,-0.4914396616622032,-1.0111709100835349,4
7,a017861,-1.3378664585280564,3.225746459083375,0.4972593392396671,-1.1686703181338782,-0.3106087652133729,2.2253681763543653,2.3347136616360826,-0.906890378602043,1.4354224908149724,1.5182816384260402,1.1922658704866465,1
8,d001580,-1.3378664585280564,0.062280731511569834,2.0572886388150935,0.7018256895495546,0.3129470997068237,-0.3766883375157248,1.073984043472825,1.3537127072998367,1.4354224908149724,-1.496300311706325,1.1922658704866465,4
9,d007452,-1.3378664585280564,0.062280731511569834,-0.02275042728547506,0.7018256895495546,0.9365029646270203,0.2738257909517977,0.44361923439119616,-0.34173960712657314,-0.36636306250926065,0.010990663359857626,-0.4603117149409896,4
10,d010185,0.747458756907784,0.062280731511569834,-1.0627699603357594,0.07832702032174367,1.560058829547217,0.9243399194193203,1.7043488525544537,1.3537127072998367,0.8348273063735614,0.5134209883819185,-1.0111709100835349,1
11,d012330,0.747458756907784,-0.9922078443456985,-0.02275042728547506,0.7018256895495546,0.9365029646270203,-1.0272024659832473,-0.1867455746904326,-0.906890378602043,0.23423212193215037,1.5182816384260402,0.641406675344101,3
12,d004712,-1.3378664585280564,1.116769307368838,0.4972593392396671,2.572321697232987,-0.9341646301335695,1.5748540478868427,-1.4474751928536902,-1.472041150077513,2.0360176752563834,1.5182816384260402,-1.0111709100835349,1
13,d002779,0.747458756907784,-0.9922078443456985,-0.02275042728547506,1.3253243587773655,-0.3106087652133729,-1.0272024659832473,-0.1867455746904326,-0.34173960712657314,1.4354224908149724,1.0158513134039793,0.641406675344101,3
14,d005816,-1.3378664585280564,-0.9922078443456985,-1.5827797268609016,0.7018256895495546,-0.9341646301335695,-0.3766883375157248,0.44361923439119616,-0.34173960712657314,1.4354224908149724,1.0158513134039793,-1.5620301052260803,2
15,d002681,-1.3378664585280564,-0.9922078443456985,-0.02275042728547506,-0.5451716489060673,-0.3106087652133729,0.2738257909517977,-0.8171103837720614,-0.906890378602043,-0.36636306250926065,-0.4914396616622032,-1.5620301052260803,4
16,d009039,0.747458756907784,-0.9922078443456985,-0.02275042728547506,0.7018256895495546,0.3129470997068237,-0.3766883375157248,0.44361923439119616,1.3537127072998367,-0.9669582469506717,-0.9938699866842641,0.641406675344101,3
17,d009103,-1.3378664585280564,-0.9922078443456985,-0.02275042728547506,0.07832702032174367,-0.9341646301335695,-1.0272024659832473,0.44361923439119616,-0.34173960712657314,-0.9669582469506717,-0.4914396616622032,-1.0111709100835349,2
18,a005794,-1.3378664585280564,0.062280731511569834,-1.5827797268609016,2.572321697232987,-0.9341646301335695,-0.3766883375157248,1.7043488525544537,1.9188634787753067,0.23423212193215037,-0.9938699866842641,-2.1128893003686255,2
19,c002960,-1.3378664585280564,0.062280731511569834,-0.02275042728547506,-1.1686703181338782,-0.9341646301335695,0.9243399194193203,-0.8171103837720614,1.3537127072998367,0.23423212193215037,0.010990663359857626,0.09054748020155573,4
20,d000179,0.747458756907784,0.062280731511569834,0.4972593392396671,-0.5451716489060673,-0.3106087652133729,0.2738257909517977,-0.1867455746904326,-0.34173960712657314,-0.36636306250926065,0.010990663359857626,0.641406675344101,0
21,d003233,-1.3378664585280564,1.116769307368838,1.0172691057648093,-0.5451716489060673,0.3129470997068237,-1.0272024659832473,0.44361923439119616,1.3537127072998367,0.8348273063735614,1.0158513134039793,0.641406675344101,4
22,a002828,0.747458756907784,0.062280731511569834,0.4972593392396671,-1.1686703181338782,-0.9341646301335695,-1.0272024659832473,-1.4474751928536902,-1.472041150077513,-1.5675534313920827,1.5182816384260402,1.1922658704866465,0
23,d006689,0.747458756907784,1.116769307368838,1.5372788722899515,-0.5451716489060673,-0.3106087652133729,-0.3766883375157248,-0.8171103837720614,-0.906890378602043,1.4354224908149724,0.5134209883819185,0.09054748020155573,4
